Persona,Emocion,Tiempo
Persona4,sadness,0.09202265739440918
Persona4,sadness,0.09502148628234863
Persona4,sadness,0.09402632713317871
Persona4,sadness,0.0910189151763916
Persona4,sadness,0.09402275085449219
Persona4,sadness,0.09403061866760254
Persona2,contempt,0.09902429580688477
Persona2,contempt,0.09403181076049805
Persona2,contempt,0.09002351760864258
Persona2,contempt,0.09503173828125
Persona2,contempt,0.09402847290039062
Persona2,contempt,0.09701728820800781
Persona2,contempt,0.09200859069824219
Persona2,contempt,0.09503555297851562
Persona2,contempt,0.09103155136108398
Persona2,contempt,0.09603047370910645
Persona2,contempt,0.09600996971130371
Persona2,contempt,0.09502816200256348
Persona2,contempt,0.09402084350585938
Persona4,sadness,0.09502506256103516
Persona2,contempt,0.09803056716918945
Persona2,contempt,0.09702777862548828
Persona2,contempt,0.09501957893371582
Persona2,contempt,0.09702634811401367
Persona1,fear,0.09800481796264648
Persona1,fear,0.09702253341674805
Persona1,fear,0.09702801704406738
Persona1,fear,0.0970299243927002
Persona1,fear,0.09502458572387695
Persona1,fear,0.09602618217468262
Persona1,fear,0.09401988983154297
Persona1,fear,0.11301374435424805
Persona1,fear,0.09702610969543457
Persona1,fear,0.09602570533752441
Persona1,fear,0.0950322151184082
Persona2,contempt,0.09702754020690918
Persona1,fear,0.0950312614440918
Persona1,fear,0.09602236747741699
Persona1,fear,0.09403085708618164
Persona1,fear,0.09502649307250977
Persona1,fear,0.10601568222045898
Persona4,sadness,0.12800240516662598
Persona4,sadness,0.10499835014343262
Persona4,sadness,0.09402823448181152
Persona4,sadness,0.0980224609375
Persona4,sadness,0.09302592277526855
Persona4,sadness,0.0960228443145752
Persona4,sadness,0.09903073310852051
Persona4,sadness,0.09702610969543457
Persona4,sadness,0.09403014183044434
Persona4,sadness,0.09402251243591309
Persona4,sadness,0.11300945281982422
Persona4,sadness,0.11500716209411621
Persona4,sadness,0.12299990653991699
Persona4,sadness,0.11101818084716797
Persona4,sadness,0.11201095581054688
Persona4,sadness,0.11001110076904297
Persona4,sadness,0.10702252388000488
Persona4,sadness,0.11202430725097656
Persona4,sadness,0.11002254486083984
Persona4,sadness,0.1070258617401123
Persona4,sadness,0.10902070999145508
Persona4,sadness,0.10800671577453613
Persona4,sadness,0.10700321197509766
Persona4,sadness,0.11101841926574707
Persona4,sadness,0.09102177619934082
Persona4,sadness,0.09401726722717285
Persona4,sadness,0.09302306175231934
Persona4,sadness,0.09701824188232422
Persona4,sadness,0.0940241813659668
Persona1,fear,0.09401702880859375
Persona1,fear,0.09702062606811523
Persona1,fear,0.0930173397064209
Persona1,fear,0.0950174331665039
Persona1,fear,0.10301065444946289
Persona1,fear,0.09602999687194824
Persona2,contempt,0.09402823448181152
Persona1,fear,0.09502744674682617
Persona1,fear,0.09502553939819336
Persona1,fear,0.0930182933807373
Persona1,fear,0.09402084350585938
Persona1,fear,0.09902310371398926
Persona1,fear,0.09802508354187012
Persona1,fear,0.09801506996154785
Persona1,fear,0.09801387786865234
Persona1,fear,0.09602737426757812
Persona1,fear,0.10001659393310547
Persona1,fear,0.1000208854675293
Persona1,fear,0.09703397750854492
Persona1,fear,0.0960242748260498
Persona1,fear,0.0980222225189209
Persona1,fear,0.09801435470581055
Persona1,fear,0.09902191162109375
Persona4,sadness,0.11600589752197266
Persona4,sadness,0.11803054809570312
Persona4,sadness,0.1370244026184082
Persona4,sadness,0.11502790451049805
Persona4,sadness,0.11600208282470703
Persona4,sadness,0.11800980567932129
Persona4,sadness,0.1170196533203125
Persona4,sadness,0.11801934242248535
Persona4,sadness,0.11600542068481445
Persona4,sadness,0.1160285472869873
Persona4,sadness,0.11702656745910645
Persona4,sadness,0.11700034141540527
Persona4,sadness,0.12101984024047852
Persona4,sadness,0.1180257797241211
Persona4,sadness,0.1160283088684082
Persona4,sadness,0.11502289772033691
Persona4,sadness,0.11902379989624023
Persona4,sadness,0.11600971221923828
Persona4,sadness,0.11602187156677246
Persona4,sadness,0.1170198917388916
Persona4,sadness,0.11601972579956055
Persona4,sadness,0.11502480506896973
Persona4,sadness,0.11403012275695801
Persona1,fear,0.09902548789978027
Persona1,fear,0.09802460670471191
Persona1,fear,0.09902453422546387
Persona1,fear,0.09900212287902832
Persona1,fear,0.0970144271850586
Persona1,fear,0.09902715682983398
Persona2,contempt,0.10101675987243652
Persona1,fear,0.09702515602111816
Persona1,fear,0.09701871871948242
Persona1,fear,0.09602856636047363
Persona1,fear,0.09902048110961914
Persona1,fear,0.10001897811889648
Persona1,fear,0.10202503204345703
Persona1,fear,0.10102176666259766
Persona1,fear,0.09703397750854492
Persona1,fear,0.10099554061889648
Persona1,fear,0.09702086448669434
Persona1,fear,0.10003089904785156
Persona1,fear,0.09502911567687988
Persona1,fear,0.10000443458557129
Persona1,fear,0.09801363945007324
Persona1,fear,0.09603047370910645
Persona1,fear,0.09900164604187012
Persona1,fear,0.09702396392822266
Persona1,fear,0.09502029418945312
Persona1,fear,0.09302520751953125
Persona1,fear,0.09902429580688477
Persona1,fear,0.09602904319763184
Persona1,fear,0.0940237045288086
Persona1,fear,0.09602594375610352
Persona1,fear,0.09903430938720703
Persona1,fear,0.10002326965332031
Persona1,fear,0.1020197868347168
Persona1,fear,0.10001969337463379
Persona1,fear,0.09902691841125488
Persona1,fear,0.10100293159484863
Persona1,fear,0.1030263900756836
Persona1,fear,0.09803199768066406
Persona1,fear,0.10200786590576172
Persona2,contempt,0.21602797508239746
Persona2,contempt,0.225022554397583
Persona2,contempt,0.22602534294128418
Persona2,contempt,0.22202372550964355
Persona5,anger,0.22502470016479492
Persona1,fear,0.10402321815490723
Persona1,fear,0.10502314567565918
Persona1,fear,0.10302042961120605
Persona4,sadness,0.10500812530517578
Persona1,fear,0.11301565170288086
Persona1,fear,0.1060190200805664
Persona1,fear,0.10503101348876953
Persona1,fear,0.10600566864013672
Persona1,fear,0.10001492500305176
Persona1,fear,0.10202407836914062
Persona1,fear,0.10602974891662598
Persona1,fear,0.1080176830291748
Persona1,fear,0.10300683975219727
Persona1,fear,0.10402131080627441
Persona1,fear,0.10502290725708008
Persona1,fear,0.10302305221557617
Persona1,fear,0.09900593757629395
Persona1,fear,0.10501742362976074
Persona1,fear,0.10602140426635742
Persona1,fear,0.10202288627624512
Persona1,fear,0.10300493240356445
Persona1,fear,0.1329963207244873
Persona1,fear,0.1050119400024414
Persona1,fear,0.10401010513305664
Persona1,fear,0.09902644157409668
Persona1,fear,0.10403037071228027
Persona1,fear,0.10301828384399414
Persona1,fear,0.09802699089050293
Persona1,fear,0.10502099990844727
Persona1,fear,0.10302281379699707
Persona2,contempt,0.1050107479095459
Persona2,contempt,0.10201811790466309
Persona4,sadness,0.10101580619812012
Persona4,sadness,0.10000467300415039
Persona2,contempt,0.14603471755981445
Persona6,surprise,0.14502453804016113
Persona2,contempt,0.1389932632446289
Persona3,disgust,0.14702749252319336
Persona6,surprise,0.1430225372314453
Persona6,surprise,0.15602588653564453
Persona6,surprise,0.14803218841552734
Persona6,surprise,0.15202093124389648
Persona6,surprise,0.15002727508544922
Persona6,surprise,0.1400136947631836
Persona5,anger,0.13902950286865234
Persona5,anger,0.1430196762084961
Persona5,anger,0.1480259895324707
Persona5,anger,0.1470203399658203
Persona5,anger,0.1500256061553955
Persona5,anger,0.16002964973449707
Persona5,anger,0.14602327346801758
Persona4,sadness,0.15302586555480957
Persona5,anger,0.15202975273132324
Persona4,sadness,0.16001057624816895
Persona6,surprise,0.14702534675598145
Persona4,sadness,0.15402960777282715
Persona6,surprise,0.15700483322143555
Persona4,sadness,0.16402769088745117
Persona1,fear,0.15602588653564453
Persona5,anger,0.16402435302734375
Persona2,contempt,0.1529998779296875
Persona5,anger,0.16201424598693848
Persona2,contempt,0.15502381324768066
Persona2,contempt,0.16302251815795898
Persona2,contempt,0.14803004264831543
Persona2,contempt,0.1590259075164795
Persona5,anger,0.16701769828796387
Persona2,contempt,0.14702153205871582
Persona5,anger,0.15500140190124512
Persona2,contempt,0.15402603149414062
Persona5,anger,0.16202282905578613
Persona2,contempt,0.1570286750793457
Persona5,anger,0.16502690315246582
Persona1,fear,0.14702510833740234
Persona2,contempt,0.15402841567993164
Persona6,surprise,0.14802074432373047
Persona2,contempt,0.15502357482910156
Persona2,contempt,0.14502549171447754
Persona5,anger,0.1450345516204834
Persona5,anger,0.14400935173034668
Persona5,anger,0.14600682258605957
Persona5,anger,0.14802813529968262
Persona5,anger,0.14601731300354004
Persona5,anger,0.15503454208374023
Persona5,anger,0.14303278923034668
Persona5,anger,0.15002012252807617
Persona6,surprise,0.15702462196350098
Persona5,anger,0.146012544631958
Persona6,surprise,0.15401101112365723
Persona2,contempt,0.15202116966247559
Persona4,sadness,0.15902161598205566
Persona6,surprise,0.1670224666595459
Persona2,contempt,0.14700722694396973
Persona2,contempt,0.1539936065673828
Persona6,surprise,0.16201066970825195
Persona2,contempt,0.14303159713745117
Persona5,anger,0.1510312557220459
Persona2,contempt,0.1590101718902588
Persona6,surprise,0.16801738739013672
Persona2,contempt,0.16601777076721191
Persona4,sadness,0.17401814460754395
Persona6,surprise,0.18300533294677734
Persona6,surprise,0.14201927185058594
Persona2,contempt,0.1500236988067627
Persona6,surprise,0.14200711250305176
Persona4,sadness,0.15001130104064941
Persona6,surprise,0.14502573013305664
Persona2,contempt,0.15301799774169922
Persona4,sadness,0.16001510620117188
Persona2,contempt,0.13800430297851562
Persona4,sadness,0.14601659774780273
Persona4,sadness,0.14002346992492676
Persona2,contempt,0.14802169799804688
Persona2,contempt,0.14303016662597656
Persona4,sadness,0.15002703666687012
Persona2,contempt,0.14302563667297363
Persona4,sadness,0.15002655982971191
Persona2,contempt,0.1470179557800293
Persona1,fear,0.15400314331054688
Persona2,contempt,0.13402414321899414
Persona1,fear,0.14202284812927246
Persona2,contempt,0.1350259780883789
Persona2,contempt,0.1330249309539795
Persona2,contempt,0.14302897453308105
Persona2,contempt,0.13500618934631348
Persona2,contempt,0.1340165138244629
Persona2,contempt,0.13302302360534668
Persona2,contempt,0.12801051139831543
Persona2,contempt,0.12802338600158691
Persona4,sadness,0.130018949508667
Persona2,contempt,0.13202428817749023
Persona2,contempt,0.13202285766601562
Persona2,contempt,0.13201522827148438
Persona2,contempt,0.13002705574035645
Persona2,contempt,0.1340181827545166
Persona2,contempt,0.13402891159057617
Persona4,sadness,0.14202618598937988
Persona2,contempt,0.14902114868164062
Persona4,sadness,0.13602161407470703
Persona2,contempt,0.14402270317077637
Persona4,sadness,0.14002275466918945
Persona2,contempt,0.14802002906799316
Persona2,contempt,0.14203357696533203
Persona4,sadness,0.14901280403137207
Persona2,contempt,0.14400601387023926
Persona4,sadness,0.15202713012695312
Persona2,contempt,0.14402294158935547
Persona2,contempt,0.15201950073242188
Persona2,contempt,0.1460263729095459
Persona4,sadness,0.1540236473083496
Persona2,contempt,0.1450188159942627
Persona1,fear,0.152022123336792
Persona1,fear,0.1410200595855713
Persona2,contempt,0.14902448654174805
Persona2,contempt,0.14502453804016113
Persona2,contempt,0.15400958061218262
Persona2,contempt,0.13802123069763184
Persona2,contempt,0.14502334594726562
Persona2,contempt,0.13802051544189453
Persona5,anger,0.1460108757019043
Persona2,contempt,0.1410222053527832
Persona2,contempt,0.14902162551879883
Persona3,disgust,0.14301490783691406
Persona2,contempt,0.15001535415649414
Persona2,contempt,0.14401698112487793
Persona2,contempt,0.15201687812805176
Persona2,contempt,0.1400156021118164
Persona2,contempt,0.14001870155334473
Persona2,contempt,0.14802145957946777
Persona2,contempt,0.13902878761291504
Persona5,anger,0.14602899551391602
Persona3,disgust,0.14900851249694824
Persona2,contempt,0.15702509880065918
Persona6,surprise,0.14002060890197754
Persona4,sadness,0.14801287651062012
Persona6,surprise,0.1440277099609375
Persona4,sadness,0.1510298252105713
Persona3,disgust,0.1540238857269287
Persona4,sadness,0.16201329231262207
Persona3,disgust,0.1390209197998047
Persona2,contempt,0.14702820777893066
Persona3,disgust,0.14702296257019043
Persona2,contempt,0.1540236473083496
Persona5,anger,0.14601659774780273
Persona3,disgust,0.15403032302856445
Persona3,disgust,0.13602924346923828
Persona1,fear,0.1460247039794922
Persona3,disgust,0.15402674674987793
Persona3,disgust,0.14401745796203613
Persona2,contempt,0.1520085334777832
Persona2,contempt,0.15902280807495117
Persona3,disgust,0.14400815963745117
Persona2,contempt,0.1510300636291504
Persona3,disgust,0.15502643585205078
Persona3,disgust,0.1430208683013916
Persona3,disgust,0.14802217483520508
Persona2,contempt,0.1560218334197998
Persona3,disgust,0.16302108764648438
Persona3,disgust,0.1410200595855713
Persona3,disgust,0.1480236053466797
Persona2,contempt,0.13902044296264648
Persona3,disgust,0.1460261344909668
Persona4,sadness,0.1540234088897705
Persona3,disgust,0.13301348686218262
Persona3,disgust,0.14900875091552734
Persona3,disgust,0.13502144813537598
Persona3,disgust,0.13402485847473145
Persona3,disgust,0.130021333694458
Persona3,disgust,0.1350231170654297
Persona3,disgust,0.13102006912231445
Persona3,disgust,0.13601469993591309
Persona5,anger,0.14402270317077637
Persona4,sadness,0.14001202583312988
Persona3,disgust,0.148024320602417
Persona3,disgust,0.13902688026428223
Persona3,disgust,0.15101122856140137
Persona2,contempt,0.1850121021270752
Persona2,contempt,0.15600967407226562
Persona2,contempt,0.19001555442810059
Persona2,contempt,0.1530158519744873
Persona2,contempt,0.1419987678527832
Persona2,contempt,0.13902616500854492
Persona2,contempt,0.13702106475830078
Persona2,contempt,0.13600420951843262
Persona2,contempt,0.14003348350524902
Persona5,anger,0.14803004264831543
Persona2,contempt,0.14302778244018555
Persona2,contempt,0.14402127265930176
Persona2,contempt,0.14003539085388184
Persona2,contempt,0.1410222053527832
Persona2,contempt,0.14402508735656738
Persona2,contempt,0.14001989364624023
Persona2,contempt,0.14302849769592285
Persona5,anger,0.1510305404663086
Persona2,contempt,0.14202117919921875
Persona2,contempt,0.1400284767150879
Persona2,contempt,0.14102721214294434
Persona2,contempt,0.14102816581726074
Persona2,contempt,0.14202284812927246
Persona2,contempt,0.14702391624450684
Persona2,contempt,0.14402151107788086
Persona2,contempt,0.13901901245117188
Persona2,contempt,0.14302968978881836
Persona2,contempt,0.13902044296264648
Persona2,contempt,0.14002156257629395
Persona2,contempt,0.1390237808227539
Persona2,contempt,0.13701820373535156
Persona2,contempt,0.139024019241333
Persona2,contempt,0.13602375984191895
Persona2,contempt,0.13600468635559082
Persona2,contempt,0.14002013206481934
Persona2,contempt,0.13902568817138672
Persona2,contempt,0.13702845573425293
Persona2,contempt,0.14000940322875977
Persona2,contempt,0.13802576065063477
Persona2,contempt,0.13902735710144043
Persona2,contempt,0.13502025604248047
Persona2,contempt,0.13802504539489746
Persona2,contempt,0.14102458953857422
Persona2,contempt,0.1400301456451416
Persona2,contempt,0.13403105735778809
Persona2,contempt,0.13903117179870605
Persona2,contempt,0.1350257396697998
Persona2,contempt,0.13302111625671387
Persona2,contempt,0.1380152702331543
Persona2,contempt,0.1390244960784912
Persona2,contempt,0.14202642440795898
Persona2,contempt,0.13802504539489746
Persona2,contempt,0.13402581214904785
Persona2,contempt,0.13602447509765625
Persona5,anger,0.14402389526367188
Persona2,contempt,0.14302515983581543
Persona2,contempt,0.1330101490020752
Persona2,contempt,0.1370241641998291
Persona2,contempt,0.13502883911132812
Persona2,contempt,0.1650075912475586
Persona5,anger,0.13402009010314941
Persona2,contempt,0.14201617240905762
Persona2,contempt,0.14002084732055664
Persona2,contempt,0.13901853561401367
Persona2,contempt,0.1350240707397461
Persona2,contempt,0.13602757453918457
Persona2,contempt,0.1390233039855957
Persona2,contempt,0.14702153205871582
Persona2,contempt,0.13600492477416992
Persona2,contempt,0.14302802085876465
Persona2,contempt,0.14203357696533203
Persona2,contempt,0.14903545379638672
Persona2,contempt,0.14902281761169434
Persona2,contempt,0.15700340270996094
Persona4,sadness,0.14402031898498535
Persona2,contempt,0.15202617645263672
Persona2,contempt,0.1370229721069336
Persona2,contempt,0.14502334594726562
Persona4,sadness,0.14102411270141602
Persona2,contempt,0.14902448654174805
Persona4,sadness,0.14202547073364258
Persona2,contempt,0.15002679824829102
Persona4,sadness,0.13702130317687988
Persona2,contempt,0.14400935173034668
Persona4,sadness,0.1380307674407959
Persona2,contempt,0.14602375030517578
Persona4,sadness,0.1410207748413086
Persona2,contempt,0.14902496337890625
Persona4,sadness,0.14102387428283691
Persona2,contempt,0.14902520179748535
Persona4,sadness,0.1420300006866455
Persona2,contempt,0.15001225471496582
Persona1,fear,0.14001989364624023
Persona2,contempt,0.14703011512756348
Persona4,sadness,0.1540224552154541
Persona2,contempt,0.1610250473022461
Persona5,anger,0.14103102684020996
Persona4,sadness,0.14902853965759277
Persona2,contempt,0.15602850914001465
Persona4,sadness,0.13902735710144043
Persona2,contempt,0.14702129364013672
Persona4,sadness,0.14002323150634766
Persona2,contempt,0.1480088233947754
Persona4,sadness,0.1410236358642578
Persona2,contempt,0.15001583099365234
Persona4,sadness,0.14002418518066406
Persona2,contempt,0.14702892303466797
Persona1,fear,0.14102411270141602
Persona2,contempt,0.1480252742767334
Persona1,fear,0.14102697372436523
Persona2,contempt,0.1490309238433838
Persona2,contempt,0.13701748847961426
Persona1,fear,0.1450188159942627
Persona2,contempt,0.15300202369689941
Persona2,contempt,0.13800668716430664
Persona1,fear,0.14602303504943848
Persona2,contempt,0.15402483940124512
Persona2,contempt,0.1360325813293457
Persona2,contempt,0.14403319358825684
Persona2,contempt,0.1520366668701172
Persona2,contempt,0.14102935791015625
Persona4,sadness,0.14902639389038086
Persona2,contempt,0.1570284366607666
Persona2,contempt,0.1390235424041748
Persona2,contempt,0.14701318740844727
Persona2,contempt,0.154022216796875
Persona2,contempt,0.14102458953857422
Persona2,contempt,0.14902424812316895
Persona2,contempt,0.14702296257019043
Persona2,contempt,0.15501713752746582
Persona2,contempt,0.16301941871643066
Persona2,contempt,0.13500714302062988
Persona4,sadness,0.14202046394348145
Persona2,contempt,0.15001821517944336
Persona2,contempt,0.14802908897399902
Persona4,sadness,0.15503525733947754
Persona2,contempt,0.16303420066833496
Persona1,fear,0.14302563667297363
Persona2,contempt,0.15102648735046387
Persona4,sadness,0.1440267562866211
Persona2,contempt,0.15102076530456543
Persona4,sadness,0.14602422714233398
Persona1,fear,0.15402650833129883
Persona2,contempt,0.16103196144104004
Persona1,fear,0.1500246524810791
Persona1,fear,0.15703082084655762
Persona2,contempt,0.1650075912475586
Persona2,contempt,0.14002490043640137
Persona2,contempt,0.1480236053466797
Persona1,fear,0.1370229721069336
Persona2,contempt,0.14502763748168945
Persona2,contempt,0.15203213691711426
Persona1,fear,0.1460270881652832
Persona2,contempt,0.15302491188049316
Persona2,contempt,0.1610257625579834
Persona2,contempt,0.14001226425170898
Persona2,contempt,0.14801406860351562
Persona2,contempt,0.15601587295532227
Persona4,sadness,0.1640157699584961
Persona2,contempt,0.14902663230895996
Persona2,contempt,0.15702557563781738
Persona2,contempt,0.1650230884552002
Persona4,sadness,0.17202520370483398
Persona2,contempt,0.15001225471496582
Persona2,contempt,0.15703129768371582
Persona2,contempt,0.16502809524536133
Persona4,sadness,0.17301249504089355
Persona2,contempt,0.1450209617614746
Persona2,contempt,0.15302205085754395
Persona2,contempt,0.16102218627929688
Persona4,sadness,0.1690225601196289
Persona4,sadness,0.1499953269958496
Persona2,contempt,0.15801024436950684
Persona2,contempt,0.1660006046295166
Persona2,contempt,0.1740131378173828
Persona7,happy,0.15800881385803223
Persona2,contempt,0.16602182388305664
Persona2,contempt,0.17399907112121582
Persona4,sadness,0.18102192878723145
Persona4,sadness,0.16301679611206055
Persona2,contempt,0.17101526260375977
Persona2,contempt,0.1789999008178711
Persona4,sadness,0.18601679801940918
Persona2,contempt,0.15502071380615234
Persona2,contempt,0.16302227973937988
Persona4,sadness,0.1710214614868164
Persona1,fear,0.18001747131347656
Persona2,contempt,0.1550300121307373
Persona1,fear,0.16303062438964844
Persona4,sadness,0.1700284481048584
Persona2,contempt,0.16301202774047852
Persona4,sadness,0.1710190773010254
Persona4,sadness,0.17902231216430664
Persona2,contempt,0.15700864791870117
Persona2,contempt,0.16402149200439453
Persona2,contempt,0.17202401161193848
Persona4,sadness,0.159027099609375
Persona2,contempt,0.1670236587524414
Persona4,sadness,0.17502427101135254
Persona2,contempt,0.17302203178405762
Persona2,contempt,0.18102216720581055
Persona4,sadness,0.18902325630187988
Persona4,sadness,0.16002821922302246
Persona2,contempt,0.1680278778076172
Persona4,sadness,0.17501044273376465
Persona2,contempt,0.1590280532836914
Persona2,contempt,0.1660299301147461
Persona4,sadness,0.17403340339660645
Persona4,sadness,0.15401577949523926
Persona2,contempt,0.16200852394104004
Persona4,sadness,0.16998910903930664
Persona5,anger,0.17101502418518066
Persona2,contempt,0.17801475524902344
Persona5,anger,0.18601059913635254
Persona5,anger,0.1560344696044922
Persona2,contempt,0.16402769088745117
Persona5,anger,0.17103147506713867
Persona5,anger,0.15302038192749023
Persona2,contempt,0.16101884841918945
Persona5,anger,0.16901826858520508
Persona5,anger,0.1500239372253418
Persona2,contempt,0.1580033302307129
Persona5,anger,0.16602277755737305
Persona5,anger,0.15502691268920898
Persona2,contempt,0.16202330589294434
Persona5,anger,0.1700267791748047
Persona5,anger,0.15000367164611816
Persona2,contempt,0.15702176094055176
Persona5,anger,0.16501784324645996
Persona2,contempt,0.1500260829925537
Persona2,contempt,0.1570267677307129
Persona5,anger,0.16502666473388672
Persona5,anger,0.1530296802520752
Persona2,contempt,0.16102933883666992
Persona5,anger,0.1680305004119873
Persona5,anger,0.15000605583190918
Persona2,contempt,0.15803122520446777
Persona5,anger,0.16503477096557617
Persona5,anger,0.15502071380615234
Persona2,contempt,0.16302132606506348
Persona5,anger,0.17002296447753906
Persona4,sadness,0.15102028846740723
Persona2,contempt,0.15802311897277832
Persona5,anger,0.16602373123168945
Persona2,contempt,0.1540088653564453
Persona2,contempt,0.16200780868530273
Persona5,anger,0.1700284481048584
Persona2,contempt,0.15503144264221191
Persona2,contempt,0.16302871704101562
Persona5,anger,0.1700289249420166
Persona2,contempt,0.1560211181640625
Persona2,contempt,0.16302490234375
Persona5,anger,0.17102503776550293
Persona2,contempt,0.1510319709777832
Persona2,contempt,0.15902352333068848
Persona5,anger,0.1660299301147461
Persona2,contempt,0.16101622581481934
Persona2,contempt,0.1690218448638916
Persona5,anger,0.17702031135559082
Persona4,sadness,0.15202951431274414
Persona2,contempt,0.16002988815307617
Persona5,anger,0.16702723503112793
Persona4,sadness,0.15002083778381348
Persona2,contempt,0.15702533721923828
Persona5,anger,0.16402387619018555
Persona2,contempt,0.15201306343078613
Persona2,contempt,0.15902423858642578
Persona5,anger,0.1670224666595459
Persona2,contempt,0.16101431846618652
Persona4,sadness,0.1690068244934082
Persona5,anger,0.17700934410095215
Persona2,contempt,0.15302801132202148
Persona2,contempt,0.16102814674377441
Persona5,anger,0.1690051555633545
Persona2,contempt,0.15502381324768066
Persona2,contempt,0.16302490234375
Persona5,anger,0.17102909088134766
Persona2,contempt,0.1550295352935791
Persona2,contempt,0.1630265712738037
Persona4,sadness,0.17101311683654785
Persona2,contempt,0.16202616691589355
Persona2,contempt,0.1690056324005127
Persona2,contempt,0.15802574157714844
Persona2,contempt,0.16602444648742676
Persona4,sadness,0.1740255355834961
Persona2,contempt,0.1570301055908203
Persona2,contempt,0.16502833366394043
Persona2,contempt,0.15102076530456543
Persona2,contempt,0.15802216529846191
Persona5,anger,0.16601967811584473
Persona2,contempt,0.15201616287231445
Persona2,contempt,0.15899300575256348
Persona2,contempt,0.15702581405639648
Persona2,contempt,0.16402339935302734
Persona2,contempt,0.15401911735534668
Persona4,sadness,0.16199755668640137
Persona2,contempt,0.1520233154296875
Persona5,anger,0.15902042388916016
Persona2,contempt,0.15002942085266113
Persona4,sadness,0.15800738334655762
Persona2,contempt,0.15002799034118652
Persona4,sadness,0.15802645683288574
Persona2,contempt,0.1570301055908203
Persona4,sadness,0.16501808166503906
Persona2,contempt,0.1500248908996582
Persona4,sadness,0.15702080726623535
Persona2,contempt,0.16300082206726074
Persona4,sadness,0.1710193157196045
Persona2,contempt,0.15802454948425293
Persona4,sadness,0.16503024101257324
Persona2,contempt,0.15501856803894043
Persona4,sadness,0.16300249099731445
Persona2,contempt,0.1510300636291504
Persona4,sadness,0.1590268611907959
Persona2,contempt,0.15302562713623047
Persona4,sadness,0.16102313995361328
Persona2,contempt,0.1540229320526123
Persona5,anger,0.16102838516235352
Persona2,contempt,0.16501116752624512
Persona4,sadness,0.17401504516601562
Persona2,contempt,0.15501761436462402
Persona4,sadness,0.1650071144104004
Persona2,contempt,0.15000462532043457
Persona4,sadness,0.15901899337768555
Persona4,sadness,0.14801859855651855
Persona2,contempt,0.15601754188537598
Persona4,sadness,0.1470184326171875
Persona2,contempt,0.15502548217773438
Persona6,surprise,0.1530313491821289
Persona4,sadness,0.16103124618530273
Persona2,contempt,0.1480100154876709
Persona4,sadness,0.1560230255126953
Persona2,contempt,0.15500998497009277
Persona4,sadness,0.16203689575195312
Persona3,disgust,0.15703129768371582
Persona5,anger,0.1640317440032959
Persona2,contempt,0.17203044891357422
Persona6,surprise,0.15002059936523438
Persona4,sadness,0.15702509880065918
Persona2,contempt,0.16402435302734375
Persona6,surprise,0.14601826667785645
Persona2,contempt,0.1540205478668213
Persona4,sadness,0.16201019287109375
Persona5,anger,0.15402650833129883
Persona6,surprise,0.16103100776672363
Persona2,contempt,0.16803550720214844
Persona3,disgust,0.15402770042419434
Persona2,contempt,0.16102981567382812
Persona5,anger,0.16902923583984375
Persona3,disgust,0.14802861213684082
Persona2,contempt,0.1550307273864746
Persona4,sadness,0.1630229949951172
Persona6,surprise,0.15202617645263672
Persona2,contempt,0.16002893447875977
Persona4,sadness,0.16801166534423828
Persona2,contempt,0.1770186424255371
Persona5,anger,0.18400812149047852
Persona5,anger,0.19202327728271484
Persona2,contempt,0.15402579307556152
Persona5,anger,0.16102981567382812
Persona5,anger,0.16901135444641113
Persona2,contempt,0.15303325653076172
Persona2,contempt,0.1600346565246582
Persona4,sadness,0.16803359985351562
Persona5,anger,0.15401434898376465
Persona2,contempt,0.16102075576782227
Persona2,contempt,0.14902591705322266
Persona5,anger,0.15701770782470703
Persona2,contempt,0.1490311622619629
Persona5,anger,0.15603041648864746
Persona2,contempt,0.1640331745147705
Persona2,contempt,0.14802193641662598
Persona5,anger,0.15601611137390137
Persona2,contempt,0.16401934623718262
Persona2,contempt,0.15300631523132324
Persona5,anger,0.16102123260498047
Persona2,contempt,0.16902470588684082
Persona2,contempt,0.15002179145812988
Persona5,anger,0.15802288055419922
Persona2,contempt,0.1650242805480957
Persona5,anger,0.15003204345703125
Persona2,contempt,0.15803170204162598
Persona2,contempt,0.16800737380981445
Persona3,disgust,0.18001437187194824
Persona6,surprise,0.19201922416687012
Persona2,contempt,0.20103240013122559
Persona5,anger,0.21100735664367676
Persona3,disgust,0.2210099697113037
Persona2,contempt,0.14702224731445312
Persona2,contempt,0.1550283432006836
Persona5,anger,0.16203045845031738
Persona3,disgust,0.1700272560119629
Persona2,contempt,0.15602731704711914
Persona2,contempt,0.16402578353881836
Persona5,anger,0.17102956771850586
Persona4,sadness,0.17902588844299316
Persona2,contempt,0.15302276611328125
Persona2,contempt,0.16100692749023438
Persona5,anger,0.16902661323547363
Persona4,sadness,0.17702364921569824
Persona2,contempt,0.1470201015472412
Persona6,surprise,0.15502142906188965
Persona2,contempt,0.16302061080932617
Persona5,anger,0.1710197925567627
Persona2,contempt,0.15702486038208008
Persona2,contempt,0.1650230884552002
Persona5,anger,0.17202472686767578
Persona2,contempt,0.15002703666687012
Persona2,contempt,0.1570291519165039
Persona1,fear,0.16503024101257324
Persona5,anger,0.1720280647277832
Persona2,contempt,0.15601539611816406
Persona2,contempt,0.1640181541442871
