Persona,Emocion,Tiempo
Persona2,contempt,0.16902637481689453
Persona4,sadness,0.17702579498291016
Persona5,anger,0.18502306938171387
Persona5,anger,0.19302582740783691
Persona5,anger,0.20002222061157227
Persona2,contempt,0.1770310401916504
Persona2,contempt,0.18403148651123047
Persona5,anger,0.19207429885864258
Persona4,sadness,0.20002007484436035
Persona5,anger,0.20707917213439941
Persona5,anger,0.21408367156982422
Persona2,contempt,0.1650087833404541
Persona2,contempt,0.17301106452941895
Persona5,anger,0.18100810050964355
Persona4,sadness,0.1890101432800293
Persona5,anger,0.19600677490234375
Persona5,anger,0.2040116786956787
Persona2,contempt,0.16502046585083008
Persona2,contempt,0.17302370071411133
Persona4,sadness,0.18102240562438965
Persona5,anger,0.18802285194396973
Persona5,anger,0.19602394104003906
Persona5,anger,0.20302081108093262
Persona2,contempt,0.16302108764648438
Persona4,sadness,0.1710035800933838
Persona4,sadness,0.17902541160583496
Persona5,anger,0.18700957298278809
Persona5,anger,0.19402265548706055
Persona5,anger,0.20202279090881348
Persona2,contempt,0.1610279083251953
Persona2,contempt,0.1690049171447754
Persona4,sadness,0.17602872848510742
Persona2,contempt,0.1830277442932129
Persona5,anger,0.1910228729248047
Persona5,anger,0.1980273723602295
Persona2,contempt,0.15901589393615723
Persona2,contempt,0.16701817512512207
Persona2,contempt,0.1750037670135498
Persona4,sadness,0.18301844596862793
Persona5,anger,0.19101619720458984
Persona5,anger,0.19900155067443848
Persona2,contempt,0.16102862358093262
Persona2,contempt,0.16901564598083496
Persona2,contempt,0.17602992057800293
Persona4,sadness,0.1830294132232666
Persona5,anger,0.1910264492034912
Persona5,anger,0.19803357124328613
Persona2,contempt,0.16800594329833984
Persona2,contempt,0.17603206634521484
Persona4,sadness,0.18303561210632324
Persona2,contempt,0.19103384017944336
Persona5,anger,0.19803214073181152
Persona5,anger,0.20603108406066895
Persona2,contempt,0.16202163696289062
Persona2,contempt,0.1690232753753662
Persona4,sadness,0.177018404006958
Persona2,contempt,0.18402338027954102
Persona5,anger,0.1920151710510254
Persona5,anger,0.19902253150939941
Persona2,contempt,0.16002321243286133
Persona2,contempt,0.16802334785461426
Persona5,anger,0.17601966857910156
Persona4,sadness,0.18501901626586914
Persona5,anger,0.19202876091003418
Persona5,anger,0.19902753829956055
Persona2,contempt,0.16402578353881836
Persona2,contempt,0.17200255393981934
Persona6,surprise,0.17902731895446777
Persona4,sadness,0.18702268600463867
Persona5,anger,0.19402718544006348
Persona5,anger,0.20200538635253906
Persona2,contempt,0.1610250473022461
Persona2,contempt,0.1680293083190918
Persona4,sadness,0.17602920532226562
Persona5,anger,0.183027982711792
Persona4,sadness,0.19002890586853027
Persona5,anger,0.1980288028717041
Persona2,contempt,0.18202471733093262
Persona2,contempt,0.19002962112426758
Persona4,sadness,0.19702863693237305
Persona5,anger,0.20502758026123047
Persona5,anger,0.21203136444091797
Persona5,anger,0.22002553939819336
Persona2,contempt,0.16503548622131348
Persona2,contempt,0.17203474044799805
Persona4,sadness,0.18003225326538086
Persona2,contempt,0.18702936172485352
Persona5,anger,0.19503235816955566
Persona4,sadness,0.2020435333251953
Persona2,contempt,0.16303133964538574
Persona2,contempt,0.17003178596496582
Persona5,anger,0.17803335189819336
Persona4,sadness,0.18600010871887207
Persona5,anger,0.1940302848815918
Persona4,sadness,0.20203256607055664
Persona2,contempt,0.16401338577270508
Persona2,contempt,0.17102670669555664
Persona4,sadness,0.17902731895446777
Persona2,contempt,0.18702483177185059
Persona5,anger,0.1950209140777588
Persona5,anger,0.2020254135131836
Persona2,contempt,0.17402148246765137
Persona2,contempt,0.18202424049377441
Persona2,contempt,0.1890246868133545
Persona4,sadness,0.19702434539794922
Persona5,anger,0.2050182819366455
Persona5,anger,0.2120223045349121
Persona2,contempt,0.16303133964538574
Persona2,contempt,0.1710195541381836
Persona4,sadness,0.1780107021331787
Persona2,contempt,0.1860048770904541
Persona5,anger,0.19303011894226074
Persona5,anger,0.20002961158752441
Persona2,contempt,0.17202973365783691
Persona2,contempt,0.18003010749816895
Persona2,contempt,0.18703150749206543
Persona4,sadness,0.19502925872802734
Persona5,anger,0.2020246982574463
Persona5,anger,0.21003508567810059
Persona2,contempt,0.16702723503112793
Persona2,contempt,0.17403006553649902
Persona4,sadness,0.18201398849487305
Persona2,contempt,0.18902850151062012
Persona5,anger,0.19702792167663574
Persona5,anger,0.20403289794921875
Persona2,contempt,0.16103434562683105
Persona2,contempt,0.16903376579284668
Persona4,sadness,0.17702698707580566
Persona2,contempt,0.1840353012084961
Persona4,sadness,0.19103598594665527
Persona5,anger,0.19903326034545898
Persona2,contempt,0.1620323657989502
Persona2,contempt,0.1700289249420166
Persona4,sadness,0.17702913284301758
Persona5,anger,0.18502163887023926
Persona4,sadness,0.19202923774719238
Persona5,anger,0.20002460479736328
Persona2,contempt,0.16402316093444824
Persona2,contempt,0.17202138900756836
Persona4,sadness,0.18002009391784668
Persona2,contempt,0.18702220916748047
Persona5,anger,0.19402265548706055
Persona5,anger,0.20203256607055664
Persona2,contempt,0.163010835647583
Persona2,contempt,0.17003583908081055
Persona4,sadness,0.17803740501403809
Persona2,contempt,0.18503785133361816
Persona5,anger,0.19303107261657715
Persona5,anger,0.20003342628479004
Persona2,contempt,0.1690068244934082
Persona2,contempt,0.17602872848510742
Persona2,contempt,0.1830294132232666
Persona4,sadness,0.1910090446472168
Persona5,anger,0.1980295181274414
Persona5,anger,0.2050795555114746
Persona2,contempt,0.15996313095092773
Persona2,contempt,0.1679682731628418
Persona4,sadness,0.1749875545501709
Persona5,anger,0.18298673629760742
Persona5,anger,0.18999123573303223
Persona5,anger,0.19799113273620605
Persona2,contempt,0.15900921821594238
Persona2,contempt,0.1670083999633789
Persona4,sadness,0.17402911186218262
Persona5,anger,0.18103551864624023
Persona5,anger,0.18903088569641113
Persona2,contempt,0.16602563858032227
Persona2,contempt,0.17402315139770508
Persona4,sadness,0.1820206642150879
Persona5,anger,0.1890263557434082
Persona5,anger,0.19702625274658203
Persona2,contempt,0.1680159568786621
Persona2,contempt,0.17602944374084473
Persona4,sadness,0.18302321434020996
Persona5,anger,0.19003057479858398
Persona5,anger,0.1980288028717041
Persona2,contempt,0.16002249717712402
Persona2,contempt,0.16703176498413086
Persona4,sadness,0.17502832412719727
Persona5,anger,0.18203401565551758
Persona2,contempt,0.16200923919677734
Persona2,contempt,0.16903281211853027
Persona4,sadness,0.17700958251953125
Persona5,anger,0.18503308296203613
Persona5,anger,0.19203448295593262
Persona5,anger,0.2000436782836914
Persona2,contempt,0.1630229949951172
Persona2,contempt,0.17002511024475098
Persona6,surprise,0.1780261993408203
Persona5,anger,0.186021089553833
Persona5,anger,0.19299960136413574
Persona5,anger,0.2000269889831543
Persona2,contempt,0.17601895332336426
Persona2,contempt,0.1830153465270996
Persona5,anger,0.19101762771606445
Persona4,sadness,0.19901490211486816
Persona5,anger,0.20601677894592285
Persona5,anger,0.21401095390319824
Persona3,disgust,0.11101531982421875
Persona3,disgust,0.11602067947387695
Persona2,contempt,0.12401103973388672
Persona3,disgust,0.11903047561645508
Persona2,contempt,0.11602282524108887
Persona3,disgust,0.11302471160888672
Persona3,disgust,0.11402583122253418
Persona3,disgust,0.11502361297607422
Persona3,disgust,0.11601805686950684
Persona3,disgust,0.11300802230834961
Persona3,disgust,0.11403012275695801
Persona3,disgust,0.11202669143676758
Persona3,disgust,0.1150054931640625
Persona3,disgust,0.11101007461547852
Persona3,disgust,0.11800169944763184
Persona3,disgust,0.12202143669128418
Persona3,disgust,0.11400604248046875
Persona3,disgust,0.11801600456237793
Persona3,disgust,0.11302590370178223
Persona3,disgust,0.11200475692749023
Persona3,disgust,0.11003255844116211
Persona2,contempt,0.11402511596679688
Persona2,contempt,0.11302518844604492
Persona2,contempt,0.11402463912963867
Persona2,contempt,0.1150212287902832
Persona2,contempt,0.12301874160766602
Persona2,contempt,0.12200593948364258
Persona2,contempt,0.12702083587646484
Persona2,contempt,0.12900328636169434
Persona2,contempt,0.19200491905212402
Persona2,contempt,0.20003008842468262
Persona4,sadness,0.20801854133605957
Persona2,contempt,0.21603775024414062
Persona5,anger,0.22600793838500977
Persona5,anger,0.23500466346740723
Persona2,contempt,0.1760258674621582
Persona2,contempt,0.18403148651123047
Persona4,sadness,0.19302892684936523
Persona2,contempt,0.20301032066345215
Persona5,anger,0.21201539039611816
Persona5,anger,0.22000908851623535
Persona2,contempt,0.17402291297912598
Persona2,contempt,0.1830003261566162
Persona2,contempt,0.19200587272644043
Persona4,sadness,0.2000131607055664
Persona5,anger,0.21000456809997559
Persona5,anger,0.22000551223754883
Persona2,contempt,0.19099879264831543
Persona2,contempt,0.2010037899017334
Persona5,anger,0.2100214958190918
Persona4,sadness,0.2170271873474121
Persona5,anger,0.2260270118713379
Persona5,anger,0.23302555084228516
Persona2,contempt,0.3030130863189697
Persona2,contempt,0.3160123825073242
Persona5,anger,0.32801103591918945
Persona4,sadness,0.3400094509124756
Persona5,anger,0.351010799407959
Persona5,anger,0.36301088333129883
Persona2,contempt,0.2380061149597168
Persona2,contempt,0.24900293350219727
Persona5,anger,0.25701117515563965
Persona4,sadness,0.26601338386535645
Persona5,anger,0.2750215530395508
Persona5,anger,0.2840116024017334
Persona2,contempt,0.2039966583251953
Persona2,contempt,0.21300125122070312
Persona4,sadness,0.22200250625610352
Persona5,anger,0.23100066184997559
Persona5,anger,0.23900270462036133
Persona2,contempt,0.16400527954101562
Persona2,contempt,0.17201828956604004
Persona4,sadness,0.17901873588562012
Persona2,contempt,0.18702292442321777
Persona5,anger,0.19402623176574707
Persona5,anger,0.20202016830444336
Persona2,contempt,0.2279644012451172
Persona2,contempt,0.2389698028564453
Persona6,surprise,0.25096940994262695
Persona4,sadness,0.2619774341583252
Persona5,anger,0.2739734649658203
Persona5,anger,0.2849709987640381
Persona2,contempt,0.28400540351867676
Persona2,contempt,0.296001672744751
Persona4,sadness,0.3080010414123535
Persona5,anger,0.31900620460510254
Persona5,anger,0.3310086727142334
Persona5,anger,0.3430049419403076
Persona2,contempt,0.22398924827575684
Persona2,contempt,0.23401927947998047
Persona4,sadness,0.24399924278259277
Persona2,contempt,0.2530097961425781
Persona5,anger,0.2640068531036377
Persona5,anger,0.2730133533477783
Persona2,contempt,0.18602609634399414
Persona2,contempt,0.19402480125427246
Persona4,sadness,0.20200014114379883
Persona2,contempt,0.21100902557373047
Persona2,contempt,0.21900463104248047
Persona5,anger,0.2280428409576416
Persona2,contempt,0.17702031135559082
Persona2,contempt,0.1850273609161377
Persona4,sadness,0.19301652908325195
Persona2,contempt,0.2010178565979004
Persona4,sadness,0.2090141773223877
Persona5,anger,0.21802020072937012
Persona2,contempt,0.43601107597351074
Persona2,contempt,0.45100879669189453
Persona2,contempt,0.48000502586364746
Persona4,sadness,0.49802446365356445
Persona5,anger,0.5270071029663086
Persona5,anger,0.5450267791748047
Persona2,contempt,0.3410041332244873
Persona2,contempt,0.3500041961669922
Persona5,anger,0.3580303192138672
Persona4,sadness,0.36800456047058105
Persona5,anger,0.37702345848083496
Persona5,anger,0.38700413703918457
Persona2,contempt,0.3460214138031006
Persona2,contempt,0.35401105880737305
Persona4,sadness,0.3630352020263672
Persona5,anger,0.37401747703552246
Persona5,anger,0.38401198387145996
Persona5,anger,0.39701080322265625
Persona2,contempt,0.19701862335205078
Persona2,contempt,0.2060256004333496
Persona4,sadness,0.21401739120483398
Persona2,contempt,0.22200894355773926
Persona5,anger,0.23000216484069824
Persona5,anger,0.23902678489685059
Persona2,contempt,0.18102669715881348
Persona2,contempt,0.18901968002319336
Persona2,contempt,0.1960289478302002
Persona2,contempt,0.20402121543884277
Persona5,anger,0.2120060920715332
Persona5,anger,0.22101831436157227
Persona2,contempt,0.18602919578552246
Persona2,contempt,0.19402623176574707
Persona2,contempt,0.20102977752685547
Persona2,contempt,0.2090296745300293
Persona5,anger,0.21603155136108398
Persona5,anger,0.22402644157409668
Persona2,contempt,0.16302084922790527
Persona2,contempt,0.1710188388824463
Persona2,contempt,0.17801737785339355
Persona2,contempt,0.18601775169372559
Persona5,anger,0.1930248737335205
Persona5,anger,0.20002126693725586
Persona2,contempt,0.1640324592590332
Persona2,contempt,0.172011137008667
Persona4,sadness,0.17902803421020508
Persona5,anger,0.1870267391204834
Persona5,anger,0.1940321922302246
Persona2,contempt,0.1670072078704834
Persona2,contempt,0.17503142356872559
Persona2,contempt,0.18203425407409668
Persona4,sadness,0.19002819061279297
Persona5,anger,0.19702386856079102
Persona5,anger,0.20601463317871094
Persona2,contempt,0.17702507972717285
Persona2,contempt,0.22101879119873047
Persona2,contempt,0.22802948951721191
Persona4,sadness,0.235029935836792
Persona5,anger,0.24302339553833008
Persona5,anger,0.2500286102294922
Persona2,contempt,0.18899893760681152
Persona2,contempt,0.19702410697937012
Persona4,sadness,0.20501494407653809
Persona2,contempt,0.21201801300048828
Persona5,anger,0.22001361846923828
Persona5,anger,0.227996826171875
Persona2,contempt,0.19602203369140625
Persona2,contempt,0.20402073860168457
Persona2,contempt,0.21102070808410645
Persona4,sadness,0.21901893615722656
Persona5,anger,0.22701072692871094
Persona5,anger,0.23403215408325195
Persona2,contempt,0.17100119590759277
Persona2,contempt,0.18201613426208496
Persona4,sadness,0.1930065155029297
Persona2,contempt,0.21800899505615234
Persona5,anger,0.23000144958496094
Persona5,anger,0.24099946022033691
Persona2,contempt,0.4140002727508545
Persona2,contempt,0.42600345611572266
Persona4,sadness,0.43599915504455566
Persona2,contempt,0.44600796699523926
Persona5,anger,0.4570126533508301
Persona5,anger,0.46700072288513184
Persona2,contempt,0.25200819969177246
Persona2,contempt,0.26201629638671875
Persona4,sadness,0.2710103988647461
Persona5,anger,0.2800273895263672
Persona5,anger,0.2880213260650635
Persona2,contempt,0.2460014820098877
Persona2,contempt,0.2570004463195801
Persona2,contempt,0.2690012454986572
Persona4,sadness,0.2800009250640869
Persona5,anger,0.2909986972808838
Persona5,anger,0.30299806594848633
Persona2,contempt,0.22701406478881836
Persona2,contempt,0.2350139617919922
Persona2,contempt,0.24400591850280762
Persona4,sadness,0.2520155906677246
Persona5,anger,0.2600221633911133
Persona5,anger,0.26900410652160645
Persona2,contempt,0.1699986457824707
Persona2,contempt,0.1779944896697998
Persona4,sadness,0.18601751327514648
Persona5,anger,0.19401884078979492
Persona5,anger,0.20200371742248535
Persona2,contempt,0.22300052642822266
Persona2,contempt,0.23200368881225586
Persona2,contempt,0.2400038242340088
Persona5,anger,0.25000834465026855
Persona5,anger,0.25800418853759766
Persona5,anger,0.2660233974456787
Persona2,contempt,0.2100076675415039
Persona2,contempt,0.2210063934326172
Persona2,contempt,0.2320091724395752
Persona5,anger,0.243011474609375
Persona5,anger,0.25400614738464355
Persona5,anger,0.26601552963256836
Persona2,contempt,0.24201059341430664
Persona2,contempt,0.2500183582305908
Persona2,contempt,0.25802111625671387
Persona6,surprise,0.2670125961303711
Persona5,anger,0.27402615547180176
Persona5,anger,0.2820291519165039
Persona2,contempt,0.17902445793151855
Persona2,contempt,0.18801307678222656
Persona6,surprise,0.19900751113891602
Persona4,sadness,0.20900964736938477
Persona5,anger,0.21703481674194336
Persona5,anger,0.2260291576385498
Persona2,contempt,0.183027982711792
Persona2,contempt,0.1910252571105957
Persona4,sadness,0.19901180267333984
Persona5,anger,0.20702457427978516
Persona5,anger,0.2150259017944336
Persona5,anger,0.22302532196044922
Persona2,contempt,0.17002534866333008
Persona2,contempt,0.1770312786102295
Persona4,sadness,0.1850285530090332
Persona5,anger,0.19202709197998047
Persona5,anger,0.2000293731689453
Persona2,contempt,0.1660304069519043
Persona2,contempt,0.17400646209716797
Persona5,anger,0.1810300350189209
Persona4,sadness,0.18802833557128906
Persona5,anger,0.1950376033782959
Persona5,anger,0.20308518409729004
Persona2,contempt,0.17102527618408203
Persona2,contempt,0.17902255058288574
Persona4,sadness,0.18702173233032227
Persona6,surprise,0.19601941108703613
Persona5,anger,0.20401549339294434
Persona5,anger,0.21100592613220215
Persona2,contempt,0.30402684211730957
Persona2,contempt,0.3120241165161133
Persona6,surprise,0.3200206756591797
Persona4,sadness,0.32701683044433594
Persona5,anger,0.33503007888793945
Persona5,anger,0.3430297374725342
Persona2,contempt,0.16900634765625
Persona2,contempt,0.17900395393371582
Persona2,contempt,0.19001984596252441
Persona6,surprise,0.19900727272033691
Persona5,anger,0.20700645446777344
Persona5,anger,0.2160036563873291
Persona2,contempt,0.17002630233764648
Persona2,contempt,0.17802166938781738
Persona2,contempt,0.18502402305603027
Persona4,sadness,0.19201993942260742
Persona5,anger,0.2000436782836914
Persona5,anger,0.20704436302185059
Persona2,contempt,0.16902923583984375
Persona2,contempt,0.17901158332824707
Persona4,sadness,0.18703389167785645
Persona5,anger,0.19502925872802734
Persona5,anger,0.20203208923339844
Persona5,anger,0.21001219749450684
Persona2,contempt,0.1630232334136963
Persona2,contempt,0.1710219383239746
Persona4,sadness,0.17902374267578125
Persona2,contempt,0.18702006340026855
Persona5,anger,0.1950242519378662
Persona5,anger,0.20202326774597168
Persona2,contempt,0.16800355911254883
Persona2,contempt,0.17601752281188965
Persona4,sadness,0.18302130699157715
Persona5,anger,0.1910080909729004
Persona5,anger,0.19902324676513672
Persona2,contempt,0.1650242805480957
Persona2,contempt,0.17302227020263672
Persona4,sadness,0.18102455139160156
Persona2,contempt,0.18802499771118164
Persona5,anger,0.19602179527282715
Persona5,anger,0.20402240753173828
Persona2,contempt,0.11902165412902832
Persona3,disgust,0.12702441215515137
Persona1,fear,0.11701655387878418
Persona3,disgust,0.1180267333984375
Persona2,contempt,0.11700987815856934
Persona3,disgust,0.12901091575622559
Persona2,contempt,0.1829977035522461
Persona2,contempt,0.12400555610656738
Persona3,disgust,0.13100743293762207
Persona1,fear,0.13001036643981934
Persona3,disgust,0.13800597190856934
Persona1,fear,0.14201855659484863
Persona3,disgust,0.15000152587890625
Persona2,contempt,0.12800359725952148
Persona2,contempt,0.13800525665283203
Persona2,contempt,0.1470193862915039
Persona2,contempt,0.15500092506408691
Persona1,fear,0.14401531219482422
Persona3,disgust,0.1360011100769043
Persona3,disgust,0.1960141658782959
Persona3,disgust,0.16299915313720703
Persona2,contempt,0.14400196075439453
Persona3,disgust,0.14801573753356934
Persona3,disgust,0.17500925064086914
Persona3,disgust,0.12500762939453125
Persona3,disgust,0.13101673126220703
Persona3,disgust,0.12801170349121094
Persona2,contempt,0.19902372360229492
Persona2,contempt,0.20900702476501465
Persona4,sadness,0.21903133392333984
Persona5,anger,0.22800326347351074
Persona5,anger,0.24000835418701172
Persona2,contempt,0.22200274467468262
Persona2,contempt,0.2330176830291748
Persona4,sadness,0.24302124977111816
Persona5,anger,0.2540116310119629
Persona5,anger,0.2640190124511719
Persona2,contempt,0.24900603294372559
Persona2,contempt,0.26000404357910156
Persona4,sadness,0.27200746536254883
Persona4,sadness,0.34802675247192383
Persona5,anger,0.39999985694885254
Persona2,contempt,0.2980051040649414
Persona2,contempt,0.3070027828216553
Persona4,sadness,0.31502389907836914
Persona5,anger,0.32301783561706543
Persona2,contempt,0.24302077293395996
Persona2,contempt,0.25200653076171875
Persona4,sadness,0.26003289222717285
Persona5,anger,0.27001500129699707
Persona5,anger,0.28101420402526855
Persona2,contempt,0.22300434112548828
Persona2,contempt,0.23102045059204102
Persona4,sadness,0.24101901054382324
Persona5,anger,0.25101542472839355
Persona5,anger,0.2580132484436035
Persona2,contempt,0.20700478553771973
Persona2,contempt,0.21901392936706543
Persona4,sadness,0.23001623153686523
Persona5,anger,0.24200677871704102
Persona5,anger,0.25100040435791016
Persona2,contempt,0.2839930057525635
Persona2,contempt,0.2939927577972412
Persona6,surprise,0.30301380157470703
Persona4,sadness,0.3100166320800781
Persona5,anger,0.3200218677520752
Persona5,anger,0.32901644706726074
Persona2,contempt,0.19601964950561523
Persona4,sadness,0.20402264595031738
Persona2,contempt,0.21102643013000488
Persona5,anger,0.2190093994140625
Persona5,anger,0.22800159454345703
Persona2,contempt,0.22201228141784668
Persona2,contempt,0.23401188850402832
Persona4,sadness,0.24503040313720703
Persona5,anger,0.25501108169555664
Persona5,anger,0.26503777503967285
Persona2,contempt,0.24201130867004395
Persona2,contempt,0.2530031204223633
Persona2,contempt,0.26300573348999023
Persona4,sadness,0.271010160446167
Persona5,anger,0.2800149917602539
Persona5,anger,0.2910170555114746
Persona2,contempt,0.2570197582244873
Persona2,contempt,0.26701879501342773
Persona5,anger,0.27701759338378906
Persona5,anger,0.2870209217071533
Persona5,anger,0.2950246334075928
Persona2,contempt,0.38900256156921387
Persona2,contempt,0.3990180492401123
Persona4,sadness,0.40900087356567383
Persona5,anger,0.42400240898132324
Persona5,anger,0.4540073871612549
Persona2,contempt,0.2139897346496582
Persona2,contempt,0.22398781776428223
Persona4,sadness,0.23599672317504883
Persona5,anger,0.2439873218536377
Persona5,anger,0.2520105838775635
Persona2,contempt,0.20701956748962402
Persona4,sadness,0.21601080894470215
Persona2,contempt,0.22402429580688477
Persona5,anger,0.23401594161987305
Persona5,anger,0.24202704429626465
Persona2,contempt,0.19900965690612793
Persona4,sadness,0.20900440216064453
Persona5,anger,0.21703076362609863
Persona2,contempt,0.22602200508117676
Persona5,anger,0.24001455307006836
Persona2,contempt,0.19100189208984375
Persona2,contempt,0.19902443885803223
Persona4,sadness,0.20801091194152832
Persona6,surprise,0.21602702140808105
Persona5,anger,0.2260124683380127
Persona5,anger,0.23500394821166992
Persona2,contempt,0.23302745819091797
Persona2,contempt,0.24102044105529785
Persona4,sadness,0.2500302791595459
Persona5,anger,0.25802135467529297
Persona5,anger,0.2660336494445801
Persona2,contempt,0.20103120803833008
Persona2,contempt,0.21102023124694824
Persona4,sadness,0.22102689743041992
Persona5,anger,0.2300121784210205
Persona5,anger,0.2400224208831787
Persona2,contempt,0.21002960205078125
Persona2,contempt,0.21802830696105957
Persona2,contempt,0.22702407836914062
Persona4,sadness,0.23702406883239746
Persona5,anger,0.24800920486450195
Persona5,anger,0.25902414321899414
Persona2,contempt,0.2270216941833496
Persona2,contempt,0.23802399635314941
Persona4,sadness,0.25000596046447754
Persona5,anger,0.26702284812927246
Persona5,anger,0.2800114154815674
Persona2,contempt,0.26000094413757324
Persona2,contempt,0.26799488067626953
Persona2,contempt,0.2769961357116699
Persona4,sadness,0.28699254989624023
Persona5,anger,0.2950162887573242
Persona5,anger,0.3040015697479248
Persona2,contempt,0.2280125617980957
Persona2,contempt,0.23700308799743652
Persona2,contempt,0.24600553512573242
Persona4,sadness,0.25402140617370605
Persona5,anger,0.2660074234008789
Persona5,anger,0.2760140895843506
Persona2,contempt,0.2240126132965088
Persona2,contempt,0.23303771018981934
Persona2,contempt,0.24300742149353027
Persona4,sadness,0.2520103454589844
Persona5,anger,0.262012243270874
Persona5,anger,0.27202463150024414
Persona2,contempt,0.30200648307800293
Persona1,fear,0.31201958656311035
Persona4,sadness,0.32402634620666504
Persona2,contempt,0.3360121250152588
Persona5,anger,0.3480088710784912
Persona5,anger,0.35901570320129395
Persona2,contempt,0.2210080623626709
Persona2,contempt,0.23200583457946777
Persona4,sadness,0.244002103805542
Persona1,fear,0.2550196647644043
Persona5,anger,0.266005277633667
Persona5,anger,0.2770085334777832
Persona2,contempt,0.2129988670349121
Persona2,contempt,0.22399616241455078
Persona2,contempt,0.23499393463134766
